Age,Group_Size,Travel_Mode,Location,Activity_Type,Duration_Minutes,Hotel_Star,Carbon_Footprint_kg_CO2
18,12,Public Transport,Bentota,Airport Transfer,85,4,9.701
35,2,Public Transport,Hikkaduwa,Cultural / Temple Visit,112,4,0.378
19,9,Private Vehicle,Jaffna,Medical / Hospital Visit,70,4,5.261
40,1,Flight,Nuwara Eliya,Flight,284,4,20.201
80,6,Public Bus,Trincomalee,Vehicle Travel,235,5,18.308
48,3,Tuk-Tuk,Galle,Vehicle Travel,87,4,3.281
19,4,N/A,Galle,Beach Leisure,175,5,0.806
49,2,Train,Anuradhapura,Vehicle Travel,158,2,2.58
31,2,Bicycle,Sigiriya,Bicycle Ride,36,3,0.002
71,4,N/A,Galle,Meal,52,4,6.067
23,2,Jeep,Kandy,Wildlife Safari,199,3,6.405
66,5,Water,Jaffna,Swimming / Snorkeling,57,3,0.271
46,6,Cruise,Colombo,Cruise,232,4,36.004
19,9,Train,Dambulla,Vehicle Travel,100,4,8.998
60,8,Tuk-Tuk,Kandy,Vehicle Travel,165,2,13.714
46,2,Private Vehicle,Hikkaduwa,Other,94,2,0.293
66,1,Public Bus,Galle,Vehicle Travel,214,3,2.226
56,12,Walking,Mirissa,Walking,147,3,0.018
67,13,Walking,Galle,Vehicle Travel,183,2,9.569
47,18,Bicycle,Yala,Bicycle Ride,38,5,0.023
18,16,Walking,Hikkaduwa,Jogging,41,3,0.086
26,7,Public Bus,Ella,Vehicle Travel,101,5,6.81
46,13,Public Bus,Galle,Vehicle Travel,132,5,20.643
43,4,Public Transport,Mirissa,Sightseeing,86,3,0.528
68,10,Cruise,Mirissa,Cruise,223,5,66.654
43,16,N/A,Yala,Meal,66,2,28.781
72,11,Jeep,Galle,Wildlife Safari,209,4,46.708
29,4,Public Transport,Bentota,Spa / Ayurveda,199,5,5.937
42,4,Flight,Nuwara Eliya,Flight,457,5,146.623
65,3,Walking,Hikkaduwa,Walking,115,3,0.003
25,3,Train,Bentota,Vehicle Travel,135,3,3.194
38,11,Public Bus,Anuradhapura,Vehicle Travel,66,3,7.458
65,9,Train,Sigiriya,Vehicle Travel,161,5,13.531
55,2,N/A,Ella,Resting,171,3,0.201
67,9,Private Vehicle,Polonnaruwa,Vehicle Travel,226,4,29.781
50,4,Walking,Arugam Bay,Hiking,288,3,0.168
72,6,Private Vehicle,Jaffna,Shopping,102,3,3.147
73,3,Bicycle,Sigiriya,Vehicle Travel,73,3,1.919
79,5,Tuk-Tuk,Kandy,Vehicle Travel,108,3,5.884
25,9,Bicycle,Negombo,Vehicle Travel,203,4,12.626
55,9,Public Transport,Negombo,Spa / Ayurveda,107,3,5.224
25,10,N/A,Colombo,Resting,194,3,0.993
32,4,Public Transport,Kalpitiya,Public Transport,73,4,0.411
36,8,Private Vehicle,Kalpitiya,Spa / Ayurveda,143,3,8.386
58,2,Flight,Polonnaruwa,Flight,118,4,16.215
45,5,Private Vehicle,Arugam Bay,Private / Hired Vehicle,126,4,6.626
72,6,Private Vehicle,Hikkaduwa,Cultural / Temple Visit,42,4,0.51
36,8,Walking,Colombo,Other,176,2,0.682
56,14,Water,Jaffna,Surfing,98,1,0.853
66,3,N/A,Galle,Resting,54,5,0.102
79,12,Train,Haputale,Vehicle Travel,60,5,8.802
33,3,Flight,Haputale,Flight,223,3,47.573
64,6,Walking,Ella,Walking,82,3,0.005
23,11,Ferry,Trincomalee,Ferry,191,3,10.795
52,9,Private Vehicle,Jaffna,Vehicle Travel,83,4,11.257
44,12,Walking,Dambulla,Walking,45,2,0.005
78,11,Public Transport,Arugam Bay,Public Transport,41,5,0.605
66,2,Private Vehicle,Kalpitiya,Vehicle Travel,80,1,1.949
76,20,N/A,Bentota,Other,58,5,2.93
71,15,Bicycle,Bentota,Vehicle Travel,146,1,14.316
43,4,Private Vehicle,Negombo,Vehicle Travel,68,3,3.746
64,1,Private Vehicle,Trincomalee,Shopping,82,3,0.439
19,3,Private Vehicle,Kandy,Sightseeing,170,3,0.756
53,12,Water,Hikkaduwa,Swimming / Snorkeling,115,5,1.459
20,16,Water,Sigiriya,Swimming / Snorkeling,143,3,1.82
63,11,N/A,Polonnaruwa,Resting,153,2,0.874
78,4,Tuk-Tuk,Polonnaruwa,Vehicle Travel,146,5,8.893
60,1,Flight,Yala,Flight,61,3,3.759
70,5,Tuk-Tuk,Kalpitiya,Vehicle Travel,135,1,6.122
32,4,Private Vehicle,Badulla,Other,105,1,0.573
80,1,Private Vehicle,Negombo,Medical / Hospital Visit,78,3,0.796
52,1,Flight,Mirissa,Flight,255,5,18.035
60,1,N/A,Haputale,Resting,190,1,0.09
66,2,Private Vehicle,Kalpitiya,Private / Hired Vehicle,171,4,3.838
58,10,Flight,Arugam Bay,Flight,287,3,177.551
37,4,Boat,Kandy,Boat Ride,61,2,0.955
56,4,Bicycle,Mirissa,Bicycle Ride,140,4,0.017
59,7,Water,Arugam Bay,Surfing,46,4,0.309
72,16,Private Vehicle,Anuradhapura,Vehicle Travel,154,4,34.573
48,10,Public Transport,Ella,Airport Transfer,85,2,6.699
49,7,Flight,Negombo,Flight,157,1,67.148
49,9,Public Transport,Haputale,Public Transport,30,4,0.38
25,9,Private Vehicle,Jaffna,Medical / Hospital Visit,72,4,6.001
23,8,Boat,Nuwara Eliya,Boat Ride,51,3,1.4
19,5,Cruise,Colombo,Cruise,280,2,30.381
59,6,Public Bus,Negombo,Vehicle Travel,112,4,7.054
44,5,Bicycle,Ella,Vehicle Travel,100,1,3.16
72,4,Private Vehicle,Kandy,Vehicle Travel,238,4,13.529
62,2,Private Vehicle,Ella,Sightseeing,71,4,0.267
26,3,Walking,Nuwara Eliya,Jogging,32,3,0.013
24,4,N/A,Bentota,Meal,67,3,7.565
41,6,Private Vehicle,Bentota,Airport Transfer,46,4,2.755
76,5,Walking,Ella,Vehicle Travel,159,4,3.647
21,1,Train,Dambulla,Vehicle Travel,87,5,0.842
29,3,Tuk-Tuk,Polonnaruwa,Vehicle Travel,59,4,2.11
19,4,Public Transport,Sigiriya,Sightseeing,44,1,0.189
44,9,Private Vehicle,Anuradhapura,Cultural / Temple Visit,80,3,1.282
80,3,Private Vehicle,Polonnaruwa,Private / Hired Vehicle,128,4,4.299
61,1,Public Bus,Badulla,Vehicle Travel,85,3,1.032
49,1,Private Vehicle,Dambulla,Shopping,174,4,0.855
27,5,Jeep,Jaffna,Wildlife Safari,232,2,19.0
40,2,Flight,Badulla,Flight,111,2,11.331
51,5,Private Vehicle,Negombo,Shopping,65,3,1.543
35,6,Water,Hikkaduwa,Swimming / Snorkeling,56,5,0.283
62,15,Public Transport,Colombo,Cultural / Temple Visit,68,4,1.685
79,8,Public Bus,Mirissa,Vehicle Travel,51,4,4.94
30,1,Walking,Sigiriya,Jogging,24,3,0.003
33,4,Private Vehicle,Mirissa,Private / Hired Vehicle,228,5,8.416
25,10,Tuk-Tuk,Jaffna,Vehicle Travel,226,5,29.4
63,2,Cruise,Galle,Cruise,451,3,22.411
47,14,Private Vehicle,Arugam Bay,Spa / Ayurveda,115,4,11.205
35,5,Private Vehicle,Trincomalee,Vehicle Travel,197,5,14.837
31,1,Walking,Colombo,Walking,66,3,0.001
22,2,Walking,Kalpitiya,Walking,61,3,0.001
47,14,Walking,Haputale,Vehicle Travel,136,4,7.27
61,20,Public Transport,Colombo,Spa / Ayurveda,147,3,17.413
32,12,Private Vehicle,Galle,Vehicle Travel,72,4,13.469
18,3,N/A,Galle,Beach Leisure,216,4,0.618
47,10,Flight,Yala,Flight,101,2,53.453
60,2,Public Transport,Mirissa,Shopping,77,3,0.762
39,4,Private Vehicle,Nuwara Eliya,Medical / Hospital Visit,82,4,2.93
33,8,Tuk-Tuk,Polonnaruwa,Vehicle Travel,86,1,6.391
27,17,Private Vehicle,Bentota,Medical / Hospital Visit,47,3,5.972
65,4,Public Bus,Bentota,Vehicle Travel,146,1,5.271
72,5,Private Vehicle,Jaffna,Vehicle Travel,82,5,5.609
66,2,N/A,Kalpitiya,Resting,218,2,0.2
50,4,Tuk-Tuk,Nuwara Eliya,Vehicle Travel,128,1,5.235
63,1,N/A,Bentota,Meal,59,4,1.99
43,12,Train,Bentota,Vehicle Travel,94,2,8.863
19,1,Public Transport,Arugam Bay,Public Transport,156,4,0.191
41,8,Train,Yala,Vehicle Travel,106,3,7.849
62,2,Public Transport,Badulla,Public Transport,46,5,0.138
58,5,N/A,Galle,Meal,68,2,10.228
80,3,Private Vehicle,Yala,Other,122,2,0.572
80,4,Private Vehicle,Sigiriya,Sightseeing,125,3,0.857
33,6,Tuk-Tuk,Jaffna,Vehicle Travel,184,5,17.323
18,7,Water,Dambulla,Swimming / Snorkeling,57,5,0.393
35,15,Private Vehicle,Haputale,Vehicle Travel,54,3,9.655
73,3,Water,Yala,Swimming / Snorkeling,145,2,0.374
69,6,Train,Sigiriya,Vehicle Travel,123,2,6.601
24,14,Walking,Badulla,Vehicle Travel,207,3,9.9
28,3,Public Transport,Kandy,Public Transport,90,2,0.233
53,12,Public Transport,Galle,Airport Transfer,70,5,8.059
59,16,N/A,Badulla,Beach Leisure,162,1,1.921
79,12,Private Vehicle,Kalpitiya,Medical / Hospital Visit,59,5,6.723
65,6,Private Vehicle,Jaffna,Private / Hired Vehicle,96,1,4.859
31,9,Walking,Bentota,Vehicle Travel,126,5,5.274
20,5,Train,Badulla,Vehicle Travel,132,3,6.162
57,6,Public Transport,Badulla,Cultural / Temple Visit,69,1,0.475
52,18,N/A,Kalpitiya,Beach Leisure,200,4,3.512
76,2,Public Transport,Dambulla,Shopping,103,3,0.989
54,10,Private Vehicle,Jaffna,Medical / Hospital Visit,78,5,9.204
49,5,Private Vehicle,Anuradhapura,Spa / Ayurveda,208,4,8.374
37,2,Private Vehicle,Arugam Bay,Vehicle Travel,141,5,4.636
23,7,Walking,Trincomalee,Hiking,305,5,0.395
73,10,Private Vehicle,Arugam Bay,Medical / Hospital Visit,66,3,5.704
70,6,Walking,Kalpitiya,Other,129,3,0.456
28,12,Private Vehicle,Ella,Vehicle Travel,77,4,11.301
62,3,N/A,Kandy,Beach Leisure,231,3,0.683
40,14,Water,Arugam Bay,Surfing,176,4,2.426
45,7,Walking,Nuwara Eliya,Shopping,192,3,2.001
71,11,Public Transport,Polonnaruwa,Cultural / Temple Visit,81,4,1.299
71,2,N/A,Polonnaruwa,Resting,98,3,0.104
30,4,Public Transport,Badulla,Public Transport,54,1,0.198
37,14,N/A,Anuradhapura,Meal,61,5,26.266
69,1,Walking,Badulla,Sightseeing,73,5,0.045
75,4,Private Vehicle,Galle,Shopping,175,3,4.053
22,10,Flight,Badulla,Flight,147,2,86.34
70,9,Public Transport,Nuwara Eliya,Airport Transfer,98,4,7.932
48,12,Jeep,Colombo,Wildlife Safari,260,3,44.792
55,9,Public Bus,Polonnaruwa,Vehicle Travel,151,4,15.167
22,16,Public Transport,Trincomalee,Public Transport,89,4,1.999
60,5,Private Vehicle,Yala,Airport Transfer,84,3,4.055
60,7,Public Bus,Nuwara Eliya,Vehicle Travel,122,3,8.621
59,12,Private Vehicle,Yala,Private / Hired Vehicle,148,1,15.37
67,9,N/A,Mirissa,Meal,36,3,10.915
77,1,Public Bus,Galle,Vehicle Travel,120,4,1.573
71,3,Private Vehicle,Haputale,Vehicle Travel,57,2,2.214
64,6,Public Bus,Negombo,Vehicle Travel,186,5,12.388
79,10,Walking,Kalpitiya,Hiking,190,4,0.368
60,6,Private Vehicle,Colombo,Spa / Ayurveda,208,2,8.039
60,10,Ferry,Kalpitiya,Ferry,132,4,6.9
52,12,Private Vehicle,Kalpitiya,Vehicle Travel,178,3,25.202
66,2,Public Transport,Anuradhapura,Airport Transfer,59,3,1.019
22,7,Public Transport,Jaffna,Public Transport,51,4,0.479
49,6,Public Bus,Trincomalee,Vehicle Travel,214,2,11.751
44,2,Private Vehicle,Polonnaruwa,Vehicle Travel,177,2,4.454
75,5,Public Bus,Sigiriya,Vehicle Travel,87,2,4.807
22,6,Walking,Haputale,Walking,96,2,0.006
58,11,Walking,Jaffna,Hiking,212,4,0.402
29,5,Tuk-Tuk,Colombo,Vehicle Travel,76,5,5.1
73,1,N/A,Bentota,Resting,60,4,0.034
71,5,Private Vehicle,Galle,Vehicle Travel,97,5,8.327
32,12,Private Vehicle,Polonnaruwa,Private / Hired Vehicle,189,4,24.954
72,6,Public Transport,Yala,Shopping,92,3,2.546
49,3,Water,Arugam Bay,Swimming / Snorkeling,111,5,0.336
79,14,N/A,Anuradhapura,Other,66,1,1.48
63,1,Private Vehicle,Negombo,Private / Hired Vehicle,135,2,1.152
20,3,Flight,Badulla,Flight,185,5,46.11
30,4,Public Transport,Kalpitiya,Airport Transfer,112,4,4.19
43,9,Public Transport,Badulla,Cultural / Temple Visit,87,5,1.43
31,12,Walking,Sigiriya,Walking,58,2,0.006
26,1,Public Bus,Hikkaduwa,Vehicle Travel,94,4,1.008
79,10,Private Vehicle,Mirissa,Airport Transfer,129,3,11.075
72,9,Bicycle,Bentota,Vehicle Travel,93,3,6.266
45,13,Public Transport,Polonnaruwa,Spa / Ayurveda,99,5,9.609
31,14,Train,Haputale,Vehicle Travel,229,3,26.054
29,10,N/A,Badulla,Meal,60,4,22.599
75,2,Bicycle,Badulla,Bicycle Ride,82,5,0.005
38,3,Private Vehicle,Ella,Spa / Ayurveda,108,5,2.454
18,15,Water,Galle,Surfing,151,1,1.648
43,7,Flight,Hikkaduwa,Flight,115,2,49.545
46,6,Walking,Negombo,Walking,76,5,0.006
57,14,Private Vehicle,Yala,Cultural / Temple Visit,142,4,3.727
39,13,Flight,Ella,Flight,296,3,222.942
76,9,Private Vehicle,Sigiriya,Private / Hired Vehicle,54,1,3.906
58,13,Walking,Galle,Walking,81,1,0.01
80,1,Tuk-Tuk,Ella,Vehicle Travel,283,5,4.742
41,10,Bicycle,Ella,Vehicle Travel,166,3,11.878
59,17,Water,Jaffna,Swimming / Snorkeling,59,4,0.952
41,1,Jeep,Trincomalee,Wildlife Safari,362,3,6.51
62,2,Private Vehicle,Bentota,Vehicle Travel,185,3,5.11
64,10,Bicycle,Trincomalee,Vehicle Travel,211,4,17.375
38,5,N/A,Hikkaduwa,Resting,93,5,0.258
77,1,N/A,Kandy,Meal,86,3,2.535
72,2,Walking,Sigiriya,Cultural / Temple Visit,146,3,0.167
74,3,N/A,Nuwara Eliya,Meal,45,4,4.043
31,3,Flight,Colombo,Flight,226,1,36.162
63,13,Public Transport,Galle,Spa / Ayurveda,107,3,8.062
24,8,N/A,Dambulla,Meal,66,4,15.684
24,9,Water,Kalpitiya,Swimming / Snorkeling,106,1,0.648
79,1,Flight,Ella,Flight,225,4,17.792
27,4,Private Vehicle,Dambulla,Cultural / Temple Visit,97,1,0.572
72,3,Cruise,Sigiriya,Cruise,456,4,40.671
45,12,Private Vehicle,Galle,Spa / Ayurveda,134,5,12.443
37,16,Public Transport,Nuwara Eliya,Sightseeing,150,5,3.596
22,4,Private Vehicle,Haputale,Sightseeing,158,4,1.173
60,18,Private Vehicle,Bentota,Cultural / Temple Visit,138,4,4.766
63,1,N/A,Negombo,Meal,77,3,2.241
47,3,Public Transport,Arugam Bay,Public Transport,141,3,0.412
69,10,N/A,Yala,Resting,75,2,0.406
38,3,Private Vehicle,Polonnaruwa,Vehicle Travel,45,4,1.442
52,14,Bicycle,Badulla,Bicycle Ride,56,1,0.018
36,2,Public Transport,Hikkaduwa,Sightseeing,123,3,0.367
54,11,Walking,Polonnaruwa,Walking,69,4,0.009
26,2,Public Transport,Galle,Public Transport,45,4,0.111
47,2,Walking,Haputale,Walking,68,3,0.001
52,4,N/A,Ella,Beach Leisure,278,3,0.833
53,16,Walking,Ella,Shopping,70,4,1.782
46,6,Boat,Polonnaruwa,Boat Ride,111,5,4.186
58,7,N/A,Arugam Bay,Beach Leisure,125,4,0.901
50,1,Public Transport,Nuwara Eliya,Public Transport,53,3,0.061
35,1,Private Vehicle,Colombo,Vehicle Travel,103,5,1.475
31,1,Bicycle,Nuwara Eliya,Bicycle Ride,124,1,0.003
58,11,Private Vehicle,Polonnaruwa,Vehicle Travel,69,3,10.467
77,2,Tuk-Tuk,Colombo,Vehicle Travel,172,2,4.031
65,3,Walking,Haputale,Sightseeing,73,3,0.103
58,7,Bicycle,Dambulla,Vehicle Travel,254,4,16.898
76,6,Walking,Nuwara Eliya,Jogging,42,4,0.039
74,4,Private Vehicle,Negombo,Vehicle Travel,306,5,19.067
49,1,Walking,Trincomalee,Walking,56,4,0.001
24,4,Private Vehicle,Bentota,Spa / Ayurveda,217,3,6.335
57,9,Public Transport,Trincomalee,Sightseeing,186,4,2.801
57,2,Tuk-Tuk,Colombo,Vehicle Travel,139,4,3.673
35,9,Private Vehicle,Kalpitiya,Medical / Hospital Visit,66,4,6.1
71,1,Private Vehicle,Dambulla,Shopping,98,3,0.498
72,14,Public Transport,Ella,Cultural / Temple Visit,53,4,1.144
38,16,Private Vehicle,Kandy,Private / Hired Vehicle,123,4,19.213
48,1,Bicycle,Yala,Vehicle Travel,77,3,0.626
30,4,Private Vehicle,Arugam Bay,Cultural / Temple Visit,80,5,0.701
29,4,Public Transport,Dambulla,Sightseeing,79,2,0.431
34,12,Private Vehicle,Polonnaruwa,Vehicle Travel,181,1,21.299
41,6,Water,Kandy,Swimming / Snorkeling,166,4,1.056
35,7,N/A,Nuwara Eliya,Other,189,5,2.44
27,2,Private Vehicle,Jaffna,Other,187,4,0.661
46,1,Private Vehicle,Anuradhapura,Vehicle Travel,163,3,1.945
57,8,Flight,Badulla,Flight,212,5,145.007
38,7,Walking,Hikkaduwa,Other,187,3,0.649
51,12,Cruise,Bentota,Cruise,294,3,95.947
35,12,Public Transport,Hikkaduwa,Cultural / Temple Visit,64,4,1.273
62,7,Private Vehicle,Yala,Vehicle Travel,173,3,14.619
58,6,Private Vehicle,Arugam Bay,Vehicle Travel,81,4,6.745
78,14,Flight,Negombo,Flight,187,5,205.455
21,11,Tuk-Tuk,Yala,Vehicle Travel,91,3,12.383
71,13,Private Vehicle,Hikkaduwa,Spa / Ayurveda,193,2,18.187
39,20,Private Vehicle,Yala,Private / Hired Vehicle,74,3,11.94
22,4,Private Vehicle,Jaffna,Sightseeing,215,4,1.643
61,9,Walking,Arugam Bay,Shopping,83,4,1.29
28,8,Bicycle,Jaffna,Bicycle Ride,146,5,0.032
29,2,Private Vehicle,Bentota,Private / Hired Vehicle,58,4,1.092
79,7,Flight,Galle,Flight,169,5,95.481
31,4,Private Vehicle,Sigiriya,Vehicle Travel,157,3,6.395
52,4,Public Transport,Anuradhapura,Sightseeing,105,2,0.595
30,2,Bicycle,Bentota,Vehicle Travel,43,3,0.643
25,9,Boat,Yala,Boat Ride,138,4,5.889
18,8,Flight,Arugam Bay,Flight,370,2,174.495
19,5,N/A,Sigiriya,Other,49,2,0.381
47,1,Walking,Anuradhapura,Hiking,71,3,0.01
45,6,Walking,Sigiriya,Other,46,3,0.134
20,1,Tuk-Tuk,Jaffna,Vehicle Travel,86,4,0.988
40,3,Flight,Arugam Bay,Flight,61,5,14.655
35,3,Public Transport,Mirissa,Spa / Ayurveda,133,2,1.965
53,13,Walking,Yala,Sightseeing,157,4,1.112
80,4,Private Vehicle,Badulla,Sightseeing,101,2,0.699
61,7,Private Vehicle,Arugam Bay,Other,135,3,1.455
75,13,Jeep,Mirissa,Wildlife Safari,217,3,46.97
30,4,Bicycle,Yala,Vehicle Travel,101,4,3.306
31,13,Jeep,Negombo,Wildlife Safari,152,4,35.207
65,1,Cruise,Jaffna,Cruise,270,4,7.53
37,3,Private Vehicle,Kandy,Vehicle Travel,200,5,8.532
71,1,Walking,Negombo,Hiking,156,2,0.022
47,6,Walking,Dambulla,Walking,62,4,0.004
30,16,Walking,Yala,Shopping,114,4,3.054
71,8,Private Vehicle,Trincomalee,Vehicle Travel,27,1,2.377
52,7,Public Bus,Colombo,Vehicle Travel,110,3,7.171
68,2,Walking,Kalpitiya,Walking,97,1,0.002
46,15,Private Vehicle,Dambulla,Other,152,2,3.453
25,5,Public Bus,Badulla,Vehicle Travel,185,3,8.178
60,2,Private Vehicle,Jaffna,Vehicle Travel,151,3,3.703
25,19,Flight,Nuwara Eliya,Flight,262,5,401.73
59,4,N/A,Sigiriya,Other,64,5,0.57
44,3,Flight,Haputale,Flight,108,4,25.654
67,1,N/A,Colombo,Meal,59,4,1.825
72,2,Flight,Hikkaduwa,Flight,219,5,34.651
43,11,Walking,Kandy,Other,71,3,0.429
73,5,Tuk-Tuk,Negombo,Vehicle Travel,74,4,4.468
24,16,Private Vehicle,Jaffna,Vehicle Travel,121,4,28.798
24,1,Walking,Arugam Bay,Walking,138,5,0.002
80,7,Bicycle,Negombo,Bicycle Ride,124,4,0.024
54,9,N/A,Anuradhapura,Beach Leisure,244,1,1.393
46,7,Flight,Jaffna,Flight,44,4,22.32
27,5,Bicycle,Polonnaruwa,Vehicle Travel,206,3,8.551
36,6,Walking,Arugam Bay,Hiking,283,3,0.262
61,8,Public Bus,Colombo,Vehicle Travel,89,4,8.416
69,12,Public Bus,Badulla,Vehicle Travel,275,4,39.19
75,3,Private Vehicle,Trincomalee,Medical / Hospital Visit,60,2,1.653
43,5,Cruise,Yala,Cruise,274,3,35.595
46,7,Train,Kandy,Vehicle Travel,67,4,3.562
28,3,Private Vehicle,Kandy,Vehicle Travel,113,2,3.883
23,2,Private Vehicle,Sigiriya,Private / Hired Vehicle,63,5,1.339
45,17,Ferry,Haputale,Ferry,146,3,12.143
54,2,Walking,Negombo,Other,49,4,0.054
24,2,Walking,Yala,Shopping,114,2,0.336
43,7,Water,Dambulla,Surfing,103,5,0.765
58,1,Walking,Anuradhapura,Jogging,43,5,0.006
69,1,Private Vehicle,Kalpitiya,Private / Hired Vehicle,147,2,1.129
77,1,Walking,Bentota,Shopping,96,4,0.182
39,1,Private Vehicle,Negombo,Medical / Hospital Visit,29,4,0.25
42,4,Walking,Yala,Walking,63,2,0.003
73,11,Walking,Hikkaduwa,Walking,28,4,0.004
61,3,Flight,Ella,Flight,100,5,20.417
35,4,Public Transport,Haputale,Spa / Ayurveda,201,4,4.692
61,7,N/A,Sigiriya,Meal,74,5,19.48
27,3,Walking,Trincomalee,Other,56,1,0.069
46,4,Private Vehicle,Hikkaduwa,Vehicle Travel,124,5,7.547
37,4,Private Vehicle,Hikkaduwa,Cultural / Temple Visit,59,5,0.439
80,3,Private Vehicle,Jaffna,Medical / Hospital Visit,96,2,2.554
20,4,Walking,Kalpitiya,Vehicle Travel,294,3,4.373
71,1,Train,Badulla,Vehicle Travel,108,4,1.17
35,13,Walking,Dambulla,Walking,114,5,0.018
20,18,Public Bus,Ella,Vehicle Travel,38,2,6.109
59,12,N/A,Dambulla,Meal,46,3,16.814
60,1,Public Transport,Trincomalee,Cultural / Temple Visit,66,4,0.111
26,10,Private Vehicle,Trincomalee,Other,147,3,2.45
20,6,Private Vehicle,Haputale,Medical / Hospital Visit,88,4,5.316
25,1,Water,Trincomalee,Surfing,195,4,0.163
43,15,Private Vehicle,Kalpitiya,Cultural / Temple Visit,67,5,2.227
26,10,Public Bus,Mirissa,Vehicle Travel,148,2,12.562
62,1,Walking,Kandy,Sightseeing,105,5,0.071
22,17,N/A,Negombo,Meal,52,4,23.36
67,1,N/A,Arugam Bay,Other,67,5,0.141
73,4,Public Bus,Trincomalee,Vehicle Travel,64,2,2.788
63,1,Public Transport,Bentota,Cultural / Temple Visit,126,4,0.2
77,1,N/A,Ella,Resting,96,5,0.063
77,17,Private Vehicle,Negombo,Sightseeing,134,4,4.622
20,6,Private Vehicle,Nuwara Eliya,Private / Hired Vehicle,71,1,2.699
39,2,Private Vehicle,Kandy,Vehicle Travel,240,3,6.123
65,10,Tuk-Tuk,Arugam Bay,Vehicle Travel,271,2,28.033
39,13,Public Transport,Negombo,Cultural / Temple Visit,127,2,2.405
64,14,Tuk-Tuk,Nuwara Eliya,Vehicle Travel,277,4,49.766
66,15,Public Transport,Anuradhapura,Airport Transfer,60,5,9.262
80,14,N/A,Yala,Meal,75,4,32.658
38,7,Walking,Haputale,Sightseeing,240,2,0.852
39,3,Jeep,Galle,Wildlife Safari,296,3,14.242
19,15,Water,Haputale,Swimming / Snorkeling,68,3,0.744
35,1,Private Vehicle,Galle,Sightseeing,224,2,0.339
35,2,Private Vehicle,Jaffna,Airport Transfer,131,5,3.075
46,4,Bicycle,Polonnaruwa,Bicycle Ride,70,2,0.007
44,3,Bicycle,Haputale,Bicycle Ride,97,2,0.007
71,7,Private Vehicle,Trincomalee,Shopping,87,4,3.471
66,14,Private Vehicle,Arugam Bay,Cultural / Temple Visit,101,2,2.598
63,5,Bicycle,Dambulla,Vehicle Travel,87,3,3.781
18,6,N/A,Haputale,Meal,58,4,9.414
47,4,Walking,Colombo,Sightseeing,151,2,0.306
63,9,Private Vehicle,Sigiriya,Vehicle Travel,130,4,18.782
33,1,Private Vehicle,Sigiriya,Vehicle Travel,124,3,1.587
44,1,Public Transport,Polonnaruwa,Public Transport,28,4,0.035
63,7,N/A,Colombo,Meal,42,2,7.544
68,6,Boat,Galle,Boat Ride,66,3,1.803
71,4,Train,Colombo,Vehicle Travel,185,4,7.218
45,3,Public Bus,Badulla,Vehicle Travel,247,1,6.781
43,1,Walking,Colombo,Walking,54,2,0.001
42,8,Flight,Sigiriya,Flight,472,3,232.735
60,4,Public Bus,Trincomalee,Vehicle Travel,109,2,3.96
44,4,Public Transport,Bentota,Spa / Ayurveda,124,1,2.007
43,13,N/A,Kandy,Beach Leisure,223,5,3.123
28,9,Train,Yala,Vehicle Travel,273,3,22.049
48,2,Flight,Dambulla,Flight,208,4,24.071
32,8,N/A,Sigiriya,Resting,127,3,0.527
51,1,Bicycle,Trincomalee,Bicycle Ride,34,1,0.001
73,2,Water,Arugam Bay,Swimming / Snorkeling,143,4,0.22
66,9,N/A,Nuwara Eliya,Meal,54,4,14.936
48,1,Train,Colombo,Vehicle Travel,116,5,1.503
79,2,Private Vehicle,Polonnaruwa,Vehicle Travel,85,1,1.949
79,14,Walking,Badulla,Other,40,2,0.341
45,9,Jeep,Trincomalee,Wildlife Safari,187,4,30.68
66,15,N/A,Polonnaruwa,Meal,37,3,18.403
39,13,Walking,Anuradhapura,Walking,72,1,0.008
73,3,Private Vehicle,Haputale,Other,72,3,0.366
41,7,Public Transport,Jaffna,Cultural / Temple Visit,133,2,1.104
34,4,Private Vehicle,Polonnaruwa,Private / Hired Vehicle,82,5,3.821
26,8,N/A,Hikkaduwa,Other,89,5,1.347
71,3,Public Transport,Haputale,Sightseeing,207,4,0.956
36,1,Ferry,Jaffna,Ferry,162,3,0.67
69,1,Tuk-Tuk,Polonnaruwa,Vehicle Travel,41,4,0.537
23,10,Walking,Haputale,Sightseeing,117,4,0.682
49,1,Private Vehicle,Dambulla,Other,50,4,0.092
44,7,Public Bus,Anuradhapura,Vehicle Travel,108,4,8.156
45,12,Private Vehicle,Kandy,Sightseeing,135,5,3.769
28,9,Public Transport,Yala,Sightseeing,112,3,1.243
22,4,Walking,Hikkaduwa,Vehicle Travel,170,4,3.178
39,2,Train,Kalpitiya,Vehicle Travel,292,5,5.547
47,14,N/A,Dambulla,Beach Leisure,113,5,1.631
67,6,Flight,Mirissa,Flight,157,5,77.87
47,4,Bicycle,Trincomalee,Vehicle Travel,106,3,3.476
33,15,Tuk-Tuk,Badulla,Vehicle Travel,126,4,20.188
34,2,Private Vehicle,Nuwara Eliya,Shopping,177,3,1.793
56,4,Flight,Dambulla,Flight,215,4,57.982
45,1,Train,Jaffna,Vehicle Travel,100,2,0.906
74,1,Public Transport,Trincomalee,Cultural / Temple Visit,58,3,0.084
45,4,Tuk-Tuk,Anuradhapura,Vehicle Travel,111,5,5.199
53,8,Cruise,Mirissa,Cruise,174,5,42.166
